,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24351,73,6,328601,11,10,2,3,1,4,1,0,0,20,39,0
24352,27,4,115753,11,9,0,11,3,4,0,0,0,40,39,0
24353,30,4,168965,11,10,4,10,0,0,1,0,0,34,39,0
24354,52,1,225133,15,10,2,0,0,4,1,0,0,40,39,0
24355,38,4,429113,7,9,2,5,3,2,0,0,0,59,39,0
24356,26,1,115753,15,10,2,1,1,4,1,0,0,18,39,0
24357,28,4,402507,9,4,2,7,3,2,1,0,0,20,39,0
24358,46,4,136446,0,9,2,11,4,4,1,0,0,40,39,0
24359,26,4,242871,11,5,0,0,1,4,0,0,0,40,39,0
24360,31,4,210352,9,9,4,8,0,4,1,0,0,40,39,0
24361,40,4,346339,11,9,4,12,4,4,0,0,0,46,39,0
24362,33,4,207396,11,10,2,10,4,4,1,0,0,40,39,0
24363,60,2,95059,15,10,4,7,4,4,0,0,0,40,39,0
24364,55,4,201483,11,9,0,12,2,4,1,0,0,40,39,0
24365,56,4,1487444,8,9,2,5,0,2,1,0,0,15,38,0
24366,29,4,180790,6,12,0,12,0,2,1,0,0,40,39,0
24367,31,4,337470,11,14,2,1,5,4,0,0,0,57,39,0
24368,32,4,228089,11,10,2,1,0,2,1,0,0,7,39,0
24369,30,4,316776,9,9,4,4,0,1,0,3000,0,26,39,0
24370,47,4,35934,9,9,0,10,0,4,0,0,0,20,39,0
24371,32,1,151227,12,9,4,12,1,2,1,0,0,40,39,0
24372,64,1,24109,9,11,2,4,0,4,1,0,0,40,39,0
24373,19,0,287214,15,9,0,14,0,4,1,0,0,40,39,0
24374,34,4,352251,11,9,4,6,0,4,1,0,0,40,39,0
24375,49,3,109840,15,13,2,8,1,4,1,0,0,50,39,0
24376,43,4,65497,6,13,4,10,3,4,1,0,0,31,39,0
24377,55,7,56628,11,13,4,8,0,2,1,0,0,41,39,0
24378,60,4,151227,9,7,2,12,4,2,1,0,0,40,39,0
24379,46,4,216265,11,5,5,12,3,4,1,0,0,40,39,0
24380,28,4,166009,11,9,4,3,1,4,1,0,0,37,23,0
24381,76,4,207396,15,14,0,12,0,4,0,0,0,25,39,0
24382,24,4,12285,11,15,2,4,0,2,0,0,0,60,39,0
24383,43,7,163052,7,9,2,8,3,4,0,14000,0,40,25,0
24384,66,6,160096,9,10,4,4,0,4,1,0,0,40,39,0
24385,52,0,263564,15,1,4,7,0,4,1,0,0,20,39,0
24386,23,6,118709,15,9,2,6,0,4,0,0,0,37,39,0
24387,30,4,381814,0,15,2,1,3,4,0,0,1742,86,39,0
24388,55,4,195571,9,9,2,8,4,4,1,0,0,40,39,0
24389,40,7,168965,15,9,2,10,5,2,1,0,0,40,39,0
24390,67,4,171921,1,9,4,12,3,4,1,0,0,33,39,0
24391,34,4,71409,11,13,2,5,1,4,1,0,0,34,24,0
24392,39,6,145315,15,7,2,9,0,4,1,0,0,40,39,0
24393,36,6,225133,9,10,2,8,0,4,0,0,0,40,39,0
24394,32,6,18197,11,11,2,5,0,4,1,0,0,40,39,0
24395,30,4,109840,11,13,4,0,1,4,1,0,0,45,11,0
24396,49,2,216265,0,8,4,5,0,4,0,0,0,40,39,0
24397,28,6,225133,11,13,2,0,1,4,1,0,0,12,39,0
24398,64,4,361120,11,9,4,1,0,2,0,0,0,60,39,0
24399,60,4,127578,9,9,2,3,3,4,1,0,0,40,39,0
24400,28,4,171921,8,9,2,5,0,4,1,44600,0,40,39,1
24401,27,4,319733,1,11,2,0,0,4,1,0,0,40,39,0
24402,25,4,50716,4,10,4,0,0,4,1,0,0,40,39,0
24403,46,4,774992,15,14,2,12,0,4,1,0,0,28,39,0
24404,33,4,30022,8,10,2,14,1,4,1,8200,0,36,39,1
24405,18,4,216265,9,9,2,0,3,4,1,0,0,47,39,0
24406,24,4,180790,11,12,4,8,0,4,1,0,0,40,39,0
24407,27,4,174877,11,9,0,12,1,4,1,0,0,40,33,0
24408,47,4,177833,11,9,2,3,4,4,0,0,0,87,39,0
24409,18,6,458676,5,13,4,1,3,4,0,0,0,39,39,0
24410,23,4,174877,11,13,3,10,0,4,1,0,0,40,39,0
24411,53,1,231046,6,9,2,2,0,4,0,0,0,40,39,0
24412,48,4,263564,15,10,2,14,1,4,1,0,0,40,39,0
24413,32,6,127578,9,10,2,12,5,4,0,0,0,72,39,0
24414,57,4,62540,15,8,4,3,2,4,1,0,0,40,39,0
24415,38,4,198527,9,10,0,10,1,4,1,2400,0,30,39,0
24416,34,1,15241,9,9,2,7,5,4,1,0,0,40,39,0
24417,24,4,68453,15,12,2,10,2,4,1,0,0,40,39,0
24418,53,2,130534,9,7,2,7,1,3,1,0,0,10,39,0
24419,23,0,216265,11,6,4,8,1,4,0,0,0,40,39,0
24420,50,4,234002,15,7,2,4,0,4,1,0,0,40,39,0
24421,48,4,213308,7,9,2,4,0,4,0,6000,0,40,39,0
24422,35,0,198527,11,9,4,1,1,4,1,0,0,40,39,0
24423,44,4,92103,9,10,4,3,3,4,1,0,0,40,39,0
24424,40,0,180790,8,14,2,5,0,2,0,0,0,40,39,0
24425,38,4,204440,9,13,2,1,4,4,1,0,0,4,39,0
24426,55,4,50716,1,9,4,4,3,0,0,0,0,40,39,0
24427,70,4,186702,8,9,2,0,2,4,0,0,0,40,39,0
24428,62,4,180790,8,10,4,1,0,4,0,0,0,60,41,0
24429,26,4,319733,11,13,2,0,1,4,0,2600,0,40,39,0
24430,19,4,92103,11,13,4,12,1,4,0,0,0,40,28,0
24431,28,0,325645,15,10,2,12,3,4,1,0,0,38,39,0
24432,29,6,74365,11,11,4,14,5,4,1,0,0,15,39,0
24433,35,4,89147,0,8,4,3,1,4,1,0,0,38,39,0
24434,30,4,136446,11,13,0,4,0,4,0,0,0,40,39,0
24435,39,4,124621,15,13,2,1,0,4,0,6200,0,40,39,0
24436,49,4,337470,15,9,2,4,0,4,0,0,0,48,39,0
24437,40,4,163052,9,10,4,9,1,4,0,0,0,39,39,0
24438,19,4,139402,0,14,0,4,1,4,0,0,0,40,25,0
24439,44,4,142359,15,9,4,1,0,4,1,0,1917,40,39,0
24440,21,4,98015,15,9,6,7,1,4,1,18400,0,39,39,1
24441,44,4,157140,11,7,2,3,1,4,1,0,0,40,0,0
24442,21,4,254696,12,3,2,14,2,4,0,0,0,56,39,0
24443,18,4,269477,15,13,6,13,0,4,1,0,0,50,39,0
24444,24,4,257652,11,10,2,3,1,4,1,0,0,18,39,0
24445,38,4,245827,15,9,2,1,1,4,1,0,0,40,39,0
24446,27,4,186702,11,14,2,0,2,4,0,0,0,40,39,0
24447,24,4,322689,11,10,2,14,4,4,1,0,0,40,39,0
24448,32,7,272433,15,9,2,4,0,4,1,0,0,5,39,0
24449,20,4,151227,15,10,4,12,4,4,1,0,0,40,39,0
24450,22,4,109840,5,10,2,4,1,4,1,0,0,40,39,0
24451,56,0,109840,15,9,4,3,4,4,0,0,0,40,39,0
24452,36,4,210352,12,9,4,10,0,4,1,5800,0,40,39,0
24453,43,0,86190,11,10,6,12,1,4,1,0,0,40,39,0
24454,21,4,112796,15,13,6,3,0,4,0,0,0,76,39,0
24455,36,4,174877,8,7,2,8,0,4,1,0,0,17,39,0
24456,80,0,225133,11,9,2,10,1,4,1,0,0,40,25,0
24457,35,4,325645,12,13,4,7,0,4,0,0,0,31,39,0
24458,55,4,177833,9,13,4,8,0,4,0,0,0,51,39,0
24459,32,4,213308,11,9,5,14,0,4,1,0,0,44,39,0
24460,30,4,275389,15,10,2,11,0,4,0,0,0,35,39,0
24461,46,4,166009,9,13,2,8,0,4,1,0,0,54,39,0
24462,39,4,83234,2,10,4,7,3,4,1,1800,0,40,39,0
24463,54,4,171921,8,13,2,10,4,1,0,0,0,40,39,0
24464,32,4,281302,11,9,4,1,3,4,0,0,0,40,39,0
24465,53,7,65497,2,11,2,12,0,4,0,0,0,16,39,0
24466,27,4,195571,11,10,2,7,2,4,0,0,17,33,39,0
24467,23,4,160096,11,9,2,7,0,1,0,0,0,40,39,0
24468,34,4,139402,6,12,4,11,1,4,1,400,0,40,19,0
24469,40,4,148271,11,9,0,5,3,4,0,0,0,40,39,0
24470,17,4,219221,14,13,2,4,0,4,0,9200,0,40,39,0
24471,28,4,192615,8,9,2,14,0,4,1,0,0,40,39,0
24472,39,4,245827,11,10,2,1,4,4,1,0,1681,40,39,0
24473,60,4,148271,9,10,4,7,3,4,0,0,0,60,39,0
24474,44,4,95059,9,9,0,12,1,4,0,0,0,40,39,0
24475,47,4,15241,14,9,0,10,0,4,1,0,0,49,39,0
24476,35,4,213308,9,9,2,7,3,2,0,0,0,25,39,0
24477,24,7,130534,10,10,2,7,4,4,1,0,0,40,39,0
24478,47,4,154184,8,9,2,13,0,4,1,0,0,40,39,0
24479,34,6,68453,8,9,0,10,1,4,1,0,0,40,39,0
24480,37,4,331558,9,7,4,14,1,4,1,0,0,17,39,0
24481,40,2,216265,11,9,2,4,0,4,0,0,0,40,39,0
24482,23,4,192615,11,1,2,8,1,4,0,0,0,40,39,0
24483,63,4,316776,11,13,0,12,5,4,0,0,0,21,39,0
24484,49,7,168965,15,16,2,4,0,4,0,0,0,38,39,0
24485,18,4,124621,11,10,0,10,5,2,1,0,0,50,39,0
24486,55,7,50716,9,9,2,4,0,4,1,8600,0,50,39,1
24487,41,4,322689,14,4,2,1,3,4,0,0,0,43,39,0
24488,47,4,296083,11,7,2,1,0,4,1,0,1873,40,39,0
24489,49,4,160096,11,9,4,14,2,4,1,0,0,60,39,0
24490,19,4,47759,8,9,2,3,3,4,1,0,0,9,39,0
24491,32,4,77322,9,10,2,3,4,2,1,0,0,40,39,0
24492,49,0,216265,11,9,2,4,0,0,0,0,0,40,39,0
24493,24,2,27066,15,9,4,8,3,4,0,16400,0,40,0,1
24494,55,4,163052,15,9,2,1,2,4,1,0,0,40,39,0
24495,38,4,316776,9,9,2,10,0,4,1,0,0,46,39,0
24496,20,4,225133,8,9,0,4,4,4,0,0,0,40,39,0
24497,39,4,210352,11,10,2,4,3,4,1,0,0,40,39,0
24498,30,4,121665,9,6,2,1,0,4,1,0,0,60,39,0
24499,52,0,337470,11,9,2,4,0,4,1,0,0,40,39,0
24500,28,6,80278,0,10,2,13,3,1,0,0,0,40,39,0
24501,47,6,112796,9,9,2,12,4,4,1,0,0,40,39,0
24502,39,4,142359,15,13,2,8,1,4,1,0,0,40,39,0
24503,67,0,65497,0,8,2,0,0,4,1,0,0,57,39,0
24504,41,4,145315,11,10,2,4,3,4,1,0,0,40,39,0
24505,23,4,109840,15,10,2,3,0,4,1,0,0,4,39,0
24506,49,4,112796,15,9,4,1,0,4,1,0,0,20,39,0
24507,69,4,130534,11,5,2,10,1,4,0,0,0,40,39,0
24508,51,4,92103,12,13,2,12,3,1,0,3800,0,40,39,0
24509,40,4,142359,15,9,2,3,3,4,1,0,1829,40,39,0
24510,43,4,59584,11,10,2,7,4,4,0,0,0,31,39,0
24511,25,4,133490,11,13,0,10,2,4,0,0,0,40,39,0
24512,63,4,180790,11,9,4,4,1,4,1,0,0,50,39,0
24513,25,4,177833,8,10,5,3,5,4,1,0,0,32,39,0
24514,68,4,189658,8,10,5,1,4,3,1,0,0,47,39,0
24515,19,4,136446,9,9,2,7,1,4,1,0,0,50,39,0
24516,56,6,290170,11,10,4,3,1,4,1,0,2300,61,39,0
24517,23,4,24109,15,7,4,12,4,4,0,0,0,40,14,0
24518,48,4,160096,7,13,2,8,4,4,0,0,0,23,38,0
24519,33,4,80278,5,10,0,4,0,4,1,0,0,36,39,0
24520,60,0,121665,11,6,4,10,0,4,1,0,0,16,39,0
24521,64,4,32978,11,9,2,1,0,4,1,0,0,60,39,0
24522,41,4,180790,15,13,4,1,4,1,0,0,0,32,39,0
24523,69,4,1487444,9,7,2,3,0,4,1,0,0,50,39,0
24524,28,4,133490,15,13,2,1,1,2,1,3400,1272,40,39,0
24525,45,4,166009,9,9,2,10,4,4,1,0,0,50,39,0
24526,73,4,62540,11,13,4,7,0,4,0,0,0,40,39,0
24527,52,4,381814,9,10,2,1,5,4,0,0,0,40,28,0
24528,36,4,168965,11,5,2,0,5,4,1,0,0,60,39,0
24529,37,4,278345,15,13,2,14,1,3,0,5600,0,60,10,0
24530,35,4,207396,15,9,4,8,0,4,1,0,0,65,23,0
24531,37,4,109840,15,10,2,0,0,3,1,0,0,40,14,0
24532,27,4,168965,12,8,4,3,0,4,1,0,0,54,39,0
24533,36,4,328601,11,9,2,13,3,4,1,0,0,40,39,0
24534,59,4,80278,9,10,2,1,3,4,0,0,0,34,39,0
24535,22,4,163052,6,9,4,3,4,4,1,0,0,40,39,0
24536,25,7,222177,8,9,4,8,0,4,0,0,0,40,28,0
24537,48,4,213308,11,13,4,1,0,4,1,0,0,40,38,0
24538,51,4,15241,11,10,0,0,1,4,1,0,0,40,39,0
24539,51,4,115753,15,9,2,13,3,4,1,0,0,44,39,0
24540,31,4,168965,1,3,2,10,2,4,1,0,0,40,39,0
24541,35,4,130534,15,13,2,8,1,4,1,0,0,20,39,0
24542,33,4,192615,2,13,6,10,5,2,0,0,0,40,39,0
24543,29,4,219221,11,10,2,10,1,4,1,0,0,40,39,0
24544,35,4,53672,11,7,2,1,0,4,1,0,0,36,38,0
24545,27,4,168965,10,4,4,10,4,4,0,0,0,46,39,0
24546,62,4,168965,11,10,2,4,0,4,1,0,0,50,39,0
24547,62,6,106884,9,8,0,6,3,2,1,0,0,40,39,0
24548,34,5,124621,11,13,2,8,1,4,1,0,0,22,39,0
24549,22,2,177833,9,10,2,10,0,4,0,0,0,40,39,0
24550,35,6,35934,9,15,4,7,4,4,1,0,0,40,39,0
24551,21,4,38891,11,8,2,1,0,2,0,5000,0,14,39,0
24552,19,6,393638,9,2,4,8,2,4,1,7600,1551,40,10,0
24553,52,4,367032,11,11,0,3,0,4,1,0,0,40,39,0
24554,37,0,500063,9,9,3,14,0,0,1,0,0,58,39,0
24555,29,2,148271,11,5,2,12,0,4,1,0,0,60,28,0
24556,51,4,168965,15,10,2,14,1,4,1,0,0,45,39,0
24557,26,4,299039,9,13,0,4,0,4,0,0,0,40,39,0
24558,40,4,251739,9,9,4,8,4,4,0,0,0,60,39,0
24559,21,6,142359,11,10,4,3,0,4,0,0,0,50,39,0
24560,47,1,38891,15,13,2,1,5,4,0,0,0,50,39,0
24561,42,4,166009,11,9,2,7,1,1,1,0,0,59,39,0
24562,38,6,275389,11,3,4,4,1,4,0,0,0,40,39,0
24563,28,4,234002,11,4,6,4,1,4,1,0,0,40,39,0
24564,40,4,269477,12,9,3,3,3,4,0,0,0,29,39,0
24565,32,4,15241,6,13,2,10,1,4,0,0,0,40,39,0
24566,23,4,168965,15,10,6,1,0,2,1,0,0,40,39,0
24567,83,4,242871,11,5,2,1,4,4,1,5000,0,29,1,0
24568,46,4,71409,11,10,0,3,0,4,0,0,0,40,39,0
24569,22,7,95059,11,10,2,1,0,4,1,0,0,55,39,0
24570,21,4,272433,15,8,2,10,3,4,1,0,0,40,39,0
24571,67,4,307908,11,6,2,12,0,4,1,0,0,26,39,0
24572,50,4,157140,11,9,0,13,0,4,1,0,1856,52,39,0
24573,50,4,53672,11,9,2,8,0,4,1,0,0,46,39,0
24574,69,0,304951,11,9,0,4,1,4,1,33800,0,9,39,0
24575,44,4,213308,15,13,4,7,0,4,1,0,0,40,39,0
24576,21,2,163052,11,13,2,1,2,4,0,99800,0,40,39,1
24577,38,4,15241,0,10,4,8,1,2,1,0,0,40,39,0
24578,23,4,86190,2,9,0,11,3,4,1,0,0,60,39,0
24579,40,2,168965,9,13,4,12,3,1,0,0,0,64,39,0
24580,18,5,201483,15,9,2,3,1,4,0,0,0,40,39,0
24581,18,4,192615,15,9,2,12,3,4,1,0,0,47,39,0
24582,29,4,287214,11,10,4,4,3,4,0,6400,1925,25,39,0
24583,37,4,166009,1,9,4,12,1,4,0,0,0,40,39,0
24584,38,5,189658,12,13,2,12,1,2,0,0,0,38,39,0
24585,46,6,168965,0,10,4,12,1,4,0,0,0,40,39,0
24586,35,4,112796,1,9,0,3,5,4,1,0,0,40,39,0
24587,28,4,183746,9,9,2,1,1,4,0,0,0,14,39,0
24588,81,4,157140,11,9,4,12,0,4,0,0,0,40,39,0
24589,26,4,59584,8,13,2,1,1,4,0,0,0,62,39,0
24590,33,4,92103,15,9,0,4,3,4,1,0,0,18,39,0
24591,18,4,68453,11,4,0,12,0,2,1,0,0,38,38,0
24592,44,4,112796,10,12,2,12,1,2,1,0,0,45,39,0
24593,39,4,174877,1,10,2,4,4,4,1,1600,0,79,39,0
24594,41,4,145315,4,1,3,10,3,4,1,0,0,40,39,0
24595,22,4,476413,11,10,4,12,3,4,1,0,0,25,39,0
24596,39,4,260608,11,14,4,13,0,4,1,0,1864,40,39,0
24597,42,4,177833,12,11,4,11,1,4,1,0,1960,50,39,0
24598,43,1,112796,9,15,2,10,0,4,1,0,0,35,39,0
24599,56,4,245827,11,13,2,1,1,4,0,0,0,40,39,0
24600,21,4,174877,15,9,4,3,0,4,1,0,0,40,39,0
24601,41,4,349295,9,10,2,3,5,4,0,92000,1786,28,39,1
24602,30,4,216265,9,10,0,6,4,0,1,0,0,40,39,0
24603,24,2,130534,11,8,4,5,3,4,1,2200,0,40,39,0
24604,74,4,198527,15,11,2,0,3,4,0,0,0,20,39,0
24605,36,4,467544,14,10,2,1,4,2,1,0,0,21,27,0
24606,36,4,269477,1,2,4,1,3,4,1,0,2152,29,39,0
24607,55,5,213308,11,6,4,13,1,4,0,0,0,43,11,0
24608,39,4,198527,11,13,3,4,1,4,0,0,0,34,39,0
24609,53,4,198527,8,13,2,3,2,4,0,0,0,12,39,0
24610,38,4,296083,15,4,4,12,1,4,1,0,0,21,25,0
24611,32,4,133490,8,9,0,12,1,4,1,0,0,40,39,0
24612,30,4,80278,11,7,4,13,0,4,0,0,0,40,39,0
24613,25,4,219221,0,14,2,0,0,2,1,99400,0,26,39,1
24614,42,2,80278,7,9,2,4,4,4,0,0,0,40,39,0
24615,41,4,372945,6,10,4,9,0,4,1,0,0,40,39,0
24616,45,0,157140,11,9,4,12,0,4,1,0,2134,40,39,0
24617,61,2,83234,11,10,4,3,4,4,1,0,0,60,39,0
24618,33,2,228089,9,9,2,12,1,4,0,4800,0,58,39,0
24619,19,4,349295,11,4,2,8,0,4,0,6000,0,31,39,0
24620,20,7,95059,11,14,4,11,1,4,1,0,0,36,39,0
24621,43,4,219221,11,10,4,4,0,4,1,0,0,40,39,0
24622,18,4,145315,15,5,3,4,1,4,1,0,0,50,39,0
24623,41,4,192615,9,13,4,7,0,4,1,0,0,40,39,0
24624,21,2,390682,15,11,0,14,0,2,1,0,0,40,39,0
24625,44,4,160096,15,9,4,7,0,4,1,0,0,46,39,0
24626,39,5,130534,1,10,4,10,0,4,1,1000,0,40,1,0
24627,36,7,361120,6,14,2,0,2,2,0,0,0,50,39,0
24628,26,5,50716,12,9,4,7,3,4,0,0,0,8,39,0
24629,55,7,325645,15,3,2,4,3,4,0,7000,0,50,39,0
24630,35,4,186702,9,12,2,7,0,4,1,0,1673,40,39,0
24631,36,4,168965,15,13,4,8,5,2,1,0,0,40,39,0
24632,30,8,337470,11,12,4,7,0,4,1,8400,0,60,39,0
24633,55,4,130534,13,12,2,6,1,4,1,0,0,40,39,0
24634,22,4,112796,11,10,4,14,3,2,0,0,0,40,39,0
24635,52,4,65497,11,9,4,5,1,4,0,99200,0,18,39,1
24636,45,6,59584,9,9,2,3,3,4,0,0,0,53,39,0
24637,40,6,349295,15,9,4,10,0,4,1,0,0,17,39,0
24638,42,2,174877,11,13,4,0,2,4,0,0,0,14,39,0
24639,45,0,183746,11,7,4,13,2,4,1,0,0,31,28,0
24640,32,2,293127,9,10,4,0,0,4,1,0,0,40,39,0
24641,42,4,310864,11,9,2,1,4,4,1,0,0,40,39,0
24642,44,4,174877,8,13,4,4,0,4,1,4200,0,51,39,0
24643,34,4,53672,9,4,6,11,0,4,1,0,0,36,39,0
24644,28,4,160096,11,13,2,12,0,4,1,0,0,40,9,0
24645,30,4,171921,15,6,2,4,1,4,1,6400,0,7,11,0
24646,65,2,100971,15,12,2,11,4,4,1,0,0,32,39,0
24647,30,4,118709,4,9,6,11,1,2,1,0,0,40,34,0
24648,56,4,352251,11,10,2,7,0,4,1,5600,0,40,39,0
24649,43,4,296083,9,9,0,1,1,4,0,0,0,40,39,0
24650,69,4,231046,9,9,2,12,3,4,0,0,0,14,39,0
24651,26,4,133490,11,16,4,1,0,4,1,0,0,40,39,0
24652,62,4,92103,11,4,2,12,4,4,1,0,0,39,39,0
24653,24,4,260608,11,9,4,1,3,4,1,0,0,40,39,0
24654,62,4,95059,9,9,2,10,4,4,0,0,0,48,39,0
24655,42,4,127578,15,10,0,10,1,4,1,0,0,40,39,0
24656,77,4,183746,9,14,2,4,1,4,1,0,0,40,39,0
24657,36,4,257652,15,13,5,7,0,4,1,0,0,40,39,0
24658,30,4,343382,11,4,2,8,1,4,0,0,0,19,39,0
24659,49,4,183746,2,9,2,1,1,4,1,0,1699,40,39,0
24660,20,0,420245,12,9,2,6,5,4,1,0,0,40,39,0
24661,22,6,154184,11,11,2,8,0,4,0,0,0,40,39,0
24662,36,4,204440,9,9,2,10,5,2,0,0,0,50,39,0
24663,47,4,136446,11,9,6,8,3,4,1,14800,0,28,39,0
24664,18,1,59584,15,5,4,1,1,4,0,0,0,40,39,0
24665,31,4,269477,15,9,4,12,3,4,0,0,0,40,39,0
24666,29,2,281302,15,3,4,3,4,4,1,0,0,50,39,0
24667,60,4,372945,9,13,4,10,1,4,1,0,0,44,39,0
24668,34,4,160096,11,13,2,12,4,4,0,0,0,40,39,0
24669,52,4,95059,6,9,6,10,1,4,0,0,0,40,39,0
24670,51,7,148271,11,10,3,12,0,4,1,0,0,58,39,0
24671,31,4,219221,7,11,2,4,0,4,1,0,0,18,39,0
24672,34,4,234002,11,6,4,10,4,2,1,0,0,43,39,0
24673,33,4,239914,14,9,4,1,4,4,1,0,0,66,39,0
24674,37,4,251739,0,11,0,12,3,4,0,0,0,19,39,0
24675,17,4,251739,11,13,4,1,3,4,1,0,0,50,39,0
24676,26,4,234002,11,14,4,0,3,4,1,0,0,45,39,0
24677,45,4,177833,8,10,4,8,0,4,0,0,0,40,39,0
24678,28,4,139402,11,10,0,8,3,4,0,0,0,46,23,0
24679,40,4,133490,15,9,4,3,0,4,1,0,0,50,39,0
24680,51,4,115753,12,9,2,0,0,4,1,0,0,35,39,0
24681,31,4,189658,1,13,2,7,0,2,0,0,0,50,39,0
24682,39,4,231046,9,9,4,10,4,4,1,2200,0,61,39,0
24683,20,4,287214,11,10,2,6,0,4,1,0,2413,30,39,0
24684,50,4,222177,15,10,2,10,3,2,0,0,0,50,39,0
24685,50,4,177833,7,11,4,1,0,4,0,0,0,10,39,0
24686,33,6,74365,9,13,0,4,3,4,0,0,0,60,39,0
24687,29,4,145315,11,9,2,10,0,4,1,2200,0,33,39,0
24688,38,0,83234,6,5,4,7,0,4,0,0,0,50,39,0
24689,66,4,228089,10,9,2,5,4,4,0,0,0,50,39,0
24690,42,4,213308,15,9,0,10,3,4,0,0,0,60,39,0
24691,36,4,89147,11,9,5,7,0,4,1,0,0,40,39,0
24692,47,4,166009,1,7,6,1,4,1,0,0,0,5,39,0
24693,33,8,92103,15,9,4,0,1,4,1,0,0,50,39,0
24694,37,6,160096,11,10,2,14,3,4,1,0,0,52,39,0
24695,50,4,83234,15,12,2,10,0,4,1,2000,0,60,39,0
24696,56,7,213308,11,11,5,12,0,4,1,0,0,60,39,0
24697,43,4,189658,11,9,0,11,1,4,1,0,0,39,39,0
24698,22,0,80278,11,10,0,0,1,4,1,0,0,40,39,0
24699,44,0,263564,12,13,2,3,0,1,1,0,0,40,39,0
24700,64,4,334514,6,10,0,6,1,4,1,0,0,27,39,0
24701,61,4,266520,11,10,2,12,4,4,1,0,0,60,39,0
24702,53,4,225133,11,9,4,10,3,4,0,0,0,51,39,0
24703,33,4,310864,14,10,4,4,1,2,1,0,0,70,39,0
24704,26,4,35934,1,16,2,0,4,1,1,1800,0,40,39,0
24705,55,2,112796,9,3,2,8,3,4,1,0,0,40,39,0
24706,23,6,92103,8,13,2,8,4,4,1,0,0,33,39,0
24707,33,6,154184,11,9,2,8,0,4,0,0,0,35,39,0
24708,22,4,204440,11,9,0,13,3,4,1,0,0,40,39,0
24709,37,4,405463,8,11,4,0,0,1,1,0,0,23,39,0
24710,33,4,242871,15,14,5,1,3,4,0,0,0,46,39,0
24711,34,4,1487444,1,10,2,8,4,4,1,0,0,40,39,0
24712,52,4,231046,15,9,2,1,0,2,1,0,0,40,39,0
24713,18,4,189658,1,11,4,13,1,4,1,0,0,27,39,0
24714,22,4,361120,11,9,5,3,2,4,1,0,0,40,39,0
24715,45,4,429113,15,14,2,8,3,4,0,0,0,44,39,0
24716,42,4,148271,15,13,4,8,0,4,0,0,0,40,39,0
24717,26,4,301995,9,9,2,10,1,4,0,0,0,17,39,0
24718,34,4,381814,1,10,4,10,0,4,1,0,0,7,39,0
24719,55,4,251739,15,13,2,4,1,4,0,0,0,58,39,0
24720,44,2,157140,15,9,2,6,0,2,1,0,0,40,39,0
24721,47,7,287214,11,9,4,7,0,4,1,0,0,40,39,0
24722,63,4,263564,7,10,4,4,4,4,1,0,0,60,39,0
24723,45,4,136446,15,6,2,10,4,4,0,0,0,40,39,0
24724,37,4,118709,15,10,2,12,4,4,1,0,0,40,39,0
24725,29,0,83234,9,1,2,7,0,4,0,0,0,36,39,0
24726,50,1,225133,9,10,2,3,1,4,1,5000,0,34,39,0
24727,39,4,30022,11,9,0,4,3,4,0,0,0,40,1,0
24728,39,4,109840,8,5,4,8,0,4,1,0,0,50,39,0
24729,22,4,174877,12,10,2,3,0,4,0,0,0,50,39,0
24730,35,5,71409,7,12,2,10,0,4,1,200,0,23,39,0
24731,20,0,112796,11,9,2,10,3,4,1,0,0,11,39,0
24732,56,2,245827,9,9,4,4,3,2,0,0,0,35,39,0
24733,25,7,301995,15,14,0,13,0,4,1,0,0,16,39,0
24734,20,4,186702,11,10,6,14,0,2,0,0,0,59,39,0
24735,26,4,115753,9,9,2,4,0,4,1,0,0,31,39,0
24736,41,4,337470,9,7,2,3,1,4,1,0,0,41,39,0
24737,32,4,65497,12,2,4,4,0,4,0,0,0,40,39,0
24738,29,2,304951,11,13,2,4,0,4,1,0,0,40,39,0
24739,36,4,284258,11,9,4,12,0,4,0,400,0,60,38,0
24740,44,8,95059,11,13,2,3,0,4,1,0,0,40,39,0
24741,58,4,44803,15,6,2,12,3,2,1,0,0,40,39,0
24742,43,4,15241,15,9,2,1,0,4,0,0,0,59,39,0
24743,64,4,189658,12,13,4,12,0,2,1,0,0,38,39,0
24744,35,1,213308,11,13,2,4,5,2,1,4000,0,50,39,0
24745,35,4,207396,10,1,0,12,3,4,0,0,0,50,39,0
24746,34,4,166009,11,13,2,7,0,0,1,0,0,48,39,0
24747,65,6,38891,11,9,2,3,0,4,1,0,0,40,39,0
24748,21,1,171921,7,10,4,1,2,4,1,0,0,60,26,0
24749,36,4,59584,15,14,4,12,0,4,0,0,0,50,39,0
24750,18,4,71409,1,8,4,3,3,4,1,0,0,40,39,0
24751,39,4,1484488,12,14,2,10,0,4,1,0,0,40,39,0
24752,35,4,349295,15,13,2,13,0,4,0,0,0,27,39,0
24753,41,0,266520,9,9,2,7,1,4,1,0,1376,50,39,0
24754,57,6,183746,9,9,2,7,0,4,1,0,0,21,39,0
24755,49,4,269477,15,13,0,10,2,4,0,0,0,45,39,0
24756,17,4,80278,0,9,2,3,0,4,1,0,0,34,3,0
24757,44,7,245827,9,10,2,10,1,4,0,2400,0,40,39,0
